path,split,label
data/images/train/defect/0067.png,train,1
data/images/train/normal/0068.png,train,0
data/images/train/defect/0069.png,train,1
data/images/train/normal/0070.png,train,0
data/images/train/defect/0071.png,train,1
data/images/train/normal/0072.png,train,0
data/images/train/defect/0073.png,train,1
data/images/train/normal/0074.png,train,0
data/images/train/defect/0075.png,train,1
data/images/train/normal/0076.png,train,0
data/images/train/defect/0077.png,train,1
data/images/train/normal/0078.png,train,0
data/images/train/defect/0079.png,train,1
data/images/train/normal/0080.png,train,0
data/images/train/defect/0081.png,train,1
data/images/train/normal/0082.png,train,0
data/images/train/defect/0083.png,train,1
data/images/train/normal/0084.png,train,0
data/images/train/defect/0085.png,train,1
data/images/train/normal/0086.png,train,0
data/images/train/defect/0087.png,train,1
data/images/train/normal/0088.png,train,0
data/images/train/defect/0089.png,train,1
data/images/train/normal/0090.png,train,0
data/images/train/defect/0091.png,train,1
data/images/train/normal/0092.png,train,0
data/images/train/defect/0093.png,train,1
data/images/train/normal/0094.png,train,0
data/images/train/defect/0095.png,train,1
data/images/train/normal/0096.png,train,0
data/images/train/defect/0097.png,train,1
data/images/train/normal/0098.png,train,0
data/images/train/defect/0099.png,train,1
data/images/train/normal/0100.png,train,0
data/images/train/defect/0101.png,train,1
data/images/train/normal/0102.png,train,0
data/images/train/defect/0103.png,train,1
data/images/train/normal/0104.png,train,0
data/images/train/defect/0105.png,train,1
data/images/train/normal/0106.png,train,0
data/images/train/defect/0107.png,train,1
data/images/train/normal/0108.png,train,0
data/images/train/defect/0109.png,train,1
data/images/train/normal/0110.png,train,0
data/images/train/defect/0111.png,train,1
data/images/train/normal/0112.png,train,0
data/images/train/defect/0113.png,train,1
data/images/train/normal/0114.png,train,0
data/images/train/defect/0115.png,train,1
data/images/train/normal/0116.png,train,0
data/images/train/defect/0117.png,train,1
data/images/train/normal/0118.png,train,0
data/images/train/defect/0119.png,train,1
data/images/train/normal/0120.png,train,0
data/images/train/defect/0121.png,train,1
data/images/train/normal/0122.png,train,0
data/images/train/defect/0123.png,train,1
data/images/train/normal/0124.png,train,0
data/images/train/defect/0125.png,train,1
data/images/train/normal/0126.png,train,0
data/images/train/defect/0127.png,train,1
data/images/train/normal/0128.png,train,0
data/images/train/defect/0129.png,train,1
data/images/train/normal/0130.png,train,0
data/images/train/defect/0131.png,train,1
data/images/train/normal/0132.png,train,0
data/images/train/defect/0133.png,train,1
data/images/train/normal/0134.png,train,0
data/images/train/defect/0135.png,train,1
data/images/train/normal/0136.png,train,0
data/images/train/defect/0137.png,train,1
data/images/train/normal/0138.png,train,0
data/images/train/defect/0139.png,train,1
data/images/train/normal/0140.png,train,0
data/images/train/defect/0141.png,train,1
data/images/train/normal/0142.png,train,0
data/images/train/defect/0143.png,train,1
data/images/train/normal/0144.png,train,0
data/images/train/defect/0145.png,train,1
data/images/train/normal/0146.png,train,0
data/images/train/defect/0147.png,train,1
data/images/train/normal/0148.png,train,0
data/images/train/defect/0149.png,train,1
data/images/train/normal/0150.png,train,0
data/images/train/defect/0151.png,train,1
data/images/train/normal/0152.png,train,0
data/images/train/defect/0153.png,train,1
data/images/train/normal/0154.png,train,0
data/images/train/defect/0155.png,train,1
data/images/train/normal/0156.png,train,0
data/images/train/defect/0157.png,train,1
data/images/train/normal/0158.png,train,0
data/images/train/defect/0159.png,train,1
data/images/train/normal/0160.png,train,0
data/images/train/defect/0161.png,train,1
data/images/train/normal/0162.png,train,0
data/images/train/defect/0163.png,train,1
data/images/train/normal/0164.png,train,0
data/images/train/defect/0165.png,train,1
data/images/train/normal/0166.png,train,0
data/images/train/defect/0167.png,train,1
data/images/train/normal/0168.png,train,0
data/images/train/defect/0169.png,train,1
data/images/train/normal/0170.png,train,0
data/images/train/defect/0171.png,train,1
data/images/train/normal/0172.png,train,0
data/images/train/defect/0173.png,train,1
data/images/train/normal/0174.png,train,0
data/images/train/defect/0175.png,train,1
data/images/train/normal/0176.png,train,0
data/images/train/defect/0177.png,train,1
data/images/train/normal/0178.png,train,0
data/images/train/defect/0179.png,train,1
data/images/train/normal/0180.png,train,0
data/images/train/defect/0181.png,train,1
data/images/train/normal/0182.png,train,0
data/images/train/defect/0183.png,train,1
data/images/train/normal/0184.png,train,0
data/images/train/defect/0185.png,train,1
data/images/train/normal/0186.png,train,0
data/images/train/defect/0187.png,train,1
data/images/train/normal/0188.png,train,0
data/images/train/defect/0189.png,train,1
data/images/train/normal/0190.png,train,0
data/images/train/defect/0191.png,train,1
data/images/train/normal/0192.png,train,0
data/images/train/defect/0193.png,train,1
data/images/train/normal/0194.png,train,0
data/images/train/defect/0195.png,train,1
data/images/train/normal/0196.png,train,0
data/images/train/defect/0197.png,train,1
data/images/train/normal/0198.png,train,0
data/images/train/defect/0199.png,train,1
data/images/train/normal/0200.png,train,0
data/images/train/defect/0201.png,train,1
data/images/train/normal/0202.png,train,0
data/images/train/defect/0203.png,train,1
data/images/train/normal/0204.png,train,0
data/images/train/defect/0205.png,train,1
data/images/train/normal/0206.png,train,0
data/images/train/defect/0207.png,train,1
data/images/train/normal/0208.png,train,0
data/images/train/defect/0209.png,train,1
data/images/train/normal/0210.png,train,0
data/images/train/defect/0211.png,train,1
data/images/train/normal/0212.png,train,0
data/images/train/defect/0213.png,train,1
data/images/train/normal/0214.png,train,0
data/images/train/defect/0215.png,train,1
data/images/train/normal/0216.png,train,0
data/images/train/defect/0217.png,train,1
data/images/train/normal/0218.png,train,0
data/images/train/defect/0219.png,train,1
data/images/train/normal/0220.png,train,0
data/images/train/defect/0221.png,train,1
data/images/train/normal/0222.png,train,0
data/images/train/defect/0223.png,train,1
data/images/train/normal/0224.png,train,0
data/images/train/defect/0225.png,train,1
data/images/train/normal/0226.png,train,0
data/images/train/defect/0227.png,train,1
data/images/train/normal/0228.png,train,0
data/images/train/defect/0229.png,train,1
data/images/train/normal/0230.png,train,0
data/images/train/defect/0231.png,train,1
data/images/train/normal/0232.png,train,0
data/images/train/defect/0233.png,train,1
data/images/train/normal/0234.png,train,0
data/images/train/defect/0235.png,train,1
data/images/train/normal/0236.png,train,0
data/images/train/defect/0237.png,train,1
data/images/train/normal/0238.png,train,0
data/images/train/defect/0239.png,train,1
data/images/train/normal/0240.png,train,0
data/images/train/defect/0241.png,train,1
data/images/train/normal/0242.png,train,0
data/images/train/defect/0243.png,train,1
data/images/train/normal/0244.png,train,0
data/images/train/defect/0245.png,train,1
data/images/train/normal/0246.png,train,0
data/images/train/defect/0247.png,train,1
data/images/train/normal/0248.png,train,0
data/images/train/defect/0249.png,train,1
data/images/train/normal/0250.png,train,0
data/images/train/defect/0251.png,train,1
data/images/train/normal/0252.png,train,0
data/images/train/defect/0253.png,train,1
data/images/train/normal/0254.png,train,0
data/images/train/defect/0255.png,train,1
data/images/train/normal/0256.png,train,0
data/images/train/defect/0257.png,train,1
data/images/train/normal/0258.png,train,0
data/images/train/defect/0259.png,train,1
data/images/train/normal/0260.png,train,0
data/images/train/defect/0261.png,train,1
data/images/train/normal/0262.png,train,0
data/images/train/defect/0263.png,train,1
data/images/train/normal/0264.png,train,0
data/images/train/defect/0265.png,train,1
data/images/train/normal/0266.png,train,0
data/images/train/defect/0267.png,train,1
data/images/train/normal/0268.png,train,0
data/images/train/defect/0269.png,train,1
data/images/train/normal/0270.png,train,0
data/images/train/defect/0271.png,train,1
data/images/train/normal/0272.png,train,0
data/images/train/defect/0273.png,train,1
data/images/train/normal/0274.png,train,0
data/images/train/defect/0275.png,train,1
data/images/train/normal/0276.png,train,0
data/images/train/defect/0277.png,train,1
data/images/train/normal/0278.png,train,0
data/images/train/defect/0279.png,train,1
data/images/train/normal/0280.png,train,0
data/images/train/defect/0281.png,train,1
data/images/train/normal/0282.png,train,0
data/images/train/defect/0283.png,train,1
data/images/train/normal/0284.png,train,0
data/images/train/defect/0285.png,train,1
data/images/train/normal/0286.png,train,0
data/images/train/defect/0287.png,train,1
data/images/train/normal/0288.png,train,0
data/images/train/defect/0289.png,train,1
data/images/train/normal/0290.png,train,0
data/images/train/defect/0291.png,train,1
data/images/train/normal/0292.png,train,0
data/images/train/defect/0293.png,train,1
data/images/train/normal/0294.png,train,0
data/images/train/defect/0295.png,train,1
data/images/train/normal/0296.png,train,0
data/images/train/defect/0297.png,train,1
data/images/train/normal/0298.png,train,0
data/images/train/defect/0299.png,train,1
data/images/train/normal/0300.png,train,0
data/images/train/defect/0301.png,train,1
data/images/train/normal/0302.png,train,0
data/images/train/defect/0303.png,train,1
data/images/train/normal/0304.png,train,0
data/images/train/defect/0305.png,train,1
data/images/train/normal/0306.png,train,0
data/images/train/defect/0307.png,train,1
data/images/train/normal/0308.png,train,0
data/images/train/defect/0309.png,train,1
data/images/train/normal/0310.png,train,0
data/images/train/defect/0311.png,train,1
data/images/train/normal/0312.png,train,0
data/images/train/defect/0313.png,train,1
data/images/train/normal/0314.png,train,0
data/images/train/defect/0315.png,train,1
data/images/train/normal/0316.png,train,0
data/images/train/defect/0317.png,train,1
data/images/train/normal/0318.png,train,0
data/images/train/defect/0319.png,train,1
data/images/train/normal/0320.png,train,0
data/images/train/defect/0321.png,train,1
data/images/train/normal/0322.png,train,0
data/images/train/defect/0323.png,train,1
data/images/train/normal/0324.png,train,0
data/images/train/defect/0325.png,train,1
data/images/train/normal/0326.png,train,0
data/images/train/defect/0327.png,train,1
data/images/train/normal/0328.png,train,0
data/images/train/defect/0329.png,train,1
data/images/train/normal/0330.png,train,0
data/images/train/defect/0331.png,train,1
data/images/train/normal/0332.png,train,0
data/images/train/defect/0333.png,train,1
data/images/train/normal/0334.png,train,0
data/images/train/defect/0335.png,train,1
data/images/train/normal/0336.png,train,0
data/images/train/defect/0337.png,train,1
data/images/train/normal/0338.png,train,0
data/images/train/defect/0339.png,train,1
data/images/train/normal/0340.png,train,0
data/images/train/defect/0341.png,train,1
data/images/train/normal/0342.png,train,0
data/images/train/defect/0343.png,train,1
data/images/train/normal/0344.png,train,0
data/images/train/defect/0345.png,train,1
data/images/train/normal/0346.png,train,0
data/images/train/defect/0347.png,train,1
data/images/train/normal/0348.png,train,0
data/images/train/defect/0349.png,train,1
data/images/train/normal/0350.png,train,0
data/images/train/defect/0351.png,train,1
data/images/train/normal/0352.png,train,0
data/images/train/defect/0353.png,train,1
data/images/train/normal/0354.png,train,0
data/images/train/defect/0355.png,train,1
data/images/train/normal/0356.png,train,0
data/images/train/defect/0357.png,train,1
data/images/train/normal/0358.png,train,0
data/images/train/defect/0359.png,train,1
data/images/train/normal/0360.png,train,0
data/images/train/defect/0361.png,train,1
data/images/train/normal/0362.png,train,0
data/images/train/defect/0363.png,train,1
data/images/train/normal/0364.png,train,0
data/images/train/defect/0365.png,train,1
data/images/train/normal/0366.png,train,0
data/images/train/defect/0367.png,train,1
data/images/train/normal/0368.png,train,0
data/images/train/defect/0369.png,train,1
data/images/train/normal/0370.png,train,0
data/images/train/defect/0371.png,train,1
data/images/train/normal/0372.png,train,0
data/images/train/defect/0373.png,train,1
data/images/train/normal/0374.png,train,0
data/images/train/defect/0375.png,train,1
data/images/train/normal/0376.png,train,0
data/images/train/defect/0377.png,train,1
data/images/train/normal/0378.png,train,0
data/images/train/defect/0379.png,train,1
data/images/train/normal/0380.png,train,0
data/images/train/defect/0381.png,train,1
data/images/train/normal/0382.png,train,0
data/images/train/defect/0383.png,train,1
data/images/train/normal/0384.png,train,0
data/images/train/defect/0385.png,train,1
data/images/train/normal/0386.png,train,0
data/images/train/defect/0387.png,train,1
data/images/train/normal/0388.png,train,0
data/images/train/defect/0389.png,train,1
data/images/train/normal/0390.png,train,0
data/images/train/defect/0391.png,train,1
data/images/train/normal/0392.png,train,0
data/images/train/defect/0393.png,train,1
data/images/train/normal/0394.png,train,0
data/images/train/defect/0395.png,train,1
data/images/train/normal/0396.png,train,0
data/images/train/defect/0397.png,train,1
data/images/train/normal/0398.png,train,0
data/images/train/defect/0399.png,train,1
data/images/train/normal/0400.png,train,0
data/images/train/defect/0401.png,train,1
data/images/train/normal/0402.png,train,0
data/images/train/defect/0403.png,train,1
data/images/train/normal/0404.png,train,0
data/images/train/defect/0405.png,train,1
data/images/train/normal/0406.png,train,0
data/images/train/defect/0407.png,train,1
data/images/train/normal/0408.png,train,0
data/images/train/defect/0409.png,train,1
data/images/train/normal/0410.png,train,0
data/images/train/defect/0411.png,train,1
data/images/train/normal/0412.png,train,0
data/images/train/defect/0413.png,train,1
data/images/train/normal/0414.png,train,0
data/images/train/defect/0415.png,train,1
data/images/train/normal/0416.png,train,0
data/images/train/defect/0417.png,train,1
data/images/train/normal/0418.png,train,0
data/images/train/defect/0419.png,train,1
data/images/train/normal/0420.png,train,0
data/images/train/defect/0421.png,train,1
data/images/train/normal/0422.png,train,0
data/images/train/defect/0423.png,train,1
data/images/train/normal/0424.png,train,0
data/images/train/defect/0425.png,train,1
data/images/train/normal/0426.png,train,0
data/images/train/defect/0427.png,train,1
data/images/train/normal/0428.png,train,0
data/images/train/defect/0429.png,train,1
data/images/train/normal/0430.png,train,0
data/images/train/defect/0431.png,train,1
data/images/train/normal/0432.png,train,0
data/images/train/defect/0433.png,train,1
data/images/train/normal/0434.png,train,0
data/images/train/defect/0435.png,train,1
data/images/train/normal/0436.png,train,0
data/images/train/defect/0437.png,train,1
data/images/train/normal/0438.png,train,0
data/images/train/defect/0439.png,train,1
data/images/train/normal/0440.png,train,0
data/images/train/defect/0441.png,train,1
data/images/train/normal/0442.png,train,0
data/images/train/defect/0443.png,train,1
data/images/train/normal/0444.png,train,0
data/images/train/defect/0445.png,train,1
data/images/train/normal/0446.png,train,0
data/images/train/defect/0447.png,train,1
data/images/train/normal/0448.png,train,0
data/images/train/defect/0449.png,train,1
data/images/train/normal/0450.png,train,0
data/images/train/defect/0451.png,train,1
data/images/train/normal/0452.png,train,0
data/images/train/defect/0453.png,train,1
data/images/train/normal/0454.png,train,0
data/images/train/defect/0455.png,train,1
data/images/train/normal/0456.png,train,0
data/images/train/defect/0457.png,train,1
data/images/train/normal/0458.png,train,0
data/images/train/defect/0459.png,train,1
data/images/train/normal/0460.png,train,0
data/images/train/defect/0461.png,train,1
data/images/train/normal/0462.png,train,0
data/images/train/defect/0463.png,train,1
data/images/train/normal/0464.png,train,0
data/images/train/defect/0465.png,train,1
data/images/train/normal/0466.png,train,0
data/images/train/defect/0467.png,train,1
data/images/train/normal/0468.png,train,0
data/images/train/defect/0469.png,train,1
data/images/train/normal/0470.png,train,0
data/images/train/defect/0471.png,train,1
data/images/train/normal/0472.png,train,0
data/images/train/defect/0473.png,train,1
data/images/train/normal/0474.png,train,0
data/images/train/defect/0475.png,train,1
data/images/train/normal/0476.png,train,0
data/images/train/defect/0477.png,train,1
data/images/train/normal/0478.png,train,0
data/images/train/defect/0479.png,train,1
data/images/train/normal/0480.png,train,0
data/images/train/defect/0481.png,train,1
data/images/train/normal/0482.png,train,0
data/images/train/defect/0483.png,train,1
data/images/train/normal/0484.png,train,0
data/images/train/defect/0485.png,train,1
data/images/train/normal/0486.png,train,0
data/images/train/defect/0487.png,train,1
data/images/train/normal/0488.png,train,0
data/images/train/defect/0489.png,train,1
data/images/train/normal/0490.png,train,0
data/images/train/defect/0491.png,train,1
data/images/train/normal/0492.png,train,0
data/images/train/defect/0493.png,train,1
data/images/train/normal/0494.png,train,0
data/images/train/defect/0495.png,train,1
data/images/train/normal/0496.png,train,0
data/images/train/defect/0497.png,train,1
data/images/train/normal/0498.png,train,0
data/images/train/defect/0499.png,train,1
data/images/train/normal/0500.png,train,0
data/images/train/defect/0501.png,train,1
data/images/train/normal/0502.png,train,0
data/images/train/defect/0503.png,train,1
data/images/train/normal/0504.png,train,0
data/images/train/defect/0505.png,train,1
data/images/train/normal/0506.png,train,0
data/images/train/defect/0507.png,train,1
data/images/train/normal/0508.png,train,0
data/images/train/defect/0509.png,train,1
data/images/train/normal/0510.png,train,0
data/images/train/defect/0511.png,train,1
data/images/train/normal/0512.png,train,0
data/images/train/defect/0513.png,train,1
data/images/train/normal/0514.png,train,0
data/images/train/defect/0515.png,train,1
data/images/train/normal/0516.png,train,0
data/images/train/defect/0517.png,train,1
data/images/train/normal/0518.png,train,0
data/images/train/defect/0519.png,train,1
data/images/train/normal/0520.png,train,0
data/images/train/defect/0521.png,train,1
data/images/train/normal/0522.png,train,0
data/images/train/defect/0523.png,train,1
data/images/train/normal/0524.png,train,0
data/images/train/defect/0525.png,train,1
data/images/train/normal/0526.png,train,0
data/images/train/defect/0527.png,train,1
data/images/train/normal/0528.png,train,0
data/images/train/defect/0529.png,train,1
data/images/train/normal/0530.png,train,0
data/images/train/defect/0531.png,train,1
data/images/train/normal/0532.png,train,0
data/images/train/defect/0533.png,train,1
data/images/train/normal/0534.png,train,0
data/images/train/defect/0535.png,train,1
data/images/train/normal/0536.png,train,0
data/images/train/defect/0537.png,train,1
data/images/train/normal/0538.png,train,0
data/images/train/defect/0539.png,train,1
data/images/train/normal/0540.png,train,0
data/images/train/defect/0541.png,train,1
data/images/train/normal/0542.png,train,0
data/images/train/defect/0543.png,train,1
data/images/train/normal/0544.png,train,0
data/images/train/defect/0545.png,train,1
data/images/train/normal/0546.png,train,0
data/images/train/defect/0547.png,train,1
data/images/train/normal/0548.png,train,0
data/images/train/defect/0549.png,train,1
data/images/train/normal/0550.png,train,0
data/images/train/defect/0551.png,train,1
data/images/train/normal/0552.png,train,0
data/images/train/defect/0553.png,train,1
data/images/train/normal/0554.png,train,0
data/images/train/defect/0555.png,train,1
data/images/train/normal/0556.png,train,0
data/images/train/defect/0557.png,train,1
data/images/train/normal/0558.png,train,0
data/images/train/defect/0559.png,train,1
data/images/train/normal/0560.png,train,0
data/images/train/defect/0561.png,train,1
data/images/train/normal/0562.png,train,0
data/images/train/defect/0563.png,train,1
data/images/train/normal/0564.png,train,0
data/images/train/defect/0565.png,train,1
data/images/train/normal/0566.png,train,0
data/images/train/defect/0567.png,train,1
data/images/train/normal/0568.png,train,0
data/images/train/defect/0569.png,train,1
data/images/train/normal/0570.png,train,0
data/images/train/defect/0571.png,train,1
data/images/train/normal/0572.png,train,0
data/images/train/defect/0573.png,train,1
data/images/train/normal/0574.png,train,0
data/images/train/defect/0575.png,train,1
data/images/train/normal/0576.png,train,0
data/images/train/defect/0577.png,train,1
data/images/train/normal/0578.png,train,0
data/images/train/defect/0579.png,train,1
data/images/train/normal/0580.png,train,0
data/images/train/defect/0581.png,train,1
data/images/train/normal/0582.png,train,0
data/images/train/defect/0583.png,train,1
data/images/train/normal/0584.png,train,0
data/images/train/defect/0585.png,train,1
data/images/train/normal/0586.png,train,0
data/images/train/defect/0587.png,train,1
data/images/train/normal/0588.png,train,0
data/images/train/defect/0589.png,train,1
data/images/train/normal/0590.png,train,0
data/images/train/defect/0591.png,train,1
data/images/train/normal/0592.png,train,0
data/images/train/defect/0593.png,train,1
data/images/train/normal/0594.png,train,0
data/images/train/defect/0595.png,train,1
data/images/train/normal/0596.png,train,0
data/images/train/defect/0597.png,train,1
data/images/train/normal/0598.png,train,0
data/images/train/defect/0599.png,train,1
data/images/validation/normal/0000.png,validation,0
data/images/validation/defect/0001.png,validation,1
data/images/validation/normal/0002.png,validation,0
data/images/validation/defect/0003.png,validation,1
data/images/validation/normal/0004.png,validation,0
data/images/validation/defect/0005.png,validation,1
data/images/validation/normal/0006.png,validation,0
data/images/validation/defect/0007.png,validation,1
data/images/validation/normal/0008.png,validation,0
data/images/validation/defect/0009.png,validation,1
data/images/validation/normal/0010.png,validation,0
data/images/validation/defect/0011.png,validation,1
data/images/validation/normal/0012.png,validation,0
data/images/validation/defect/0013.png,validation,1
data/images/validation/normal/0014.png,validation,0
data/images/validation/defect/0015.png,validation,1
data/images/validation/normal/0016.png,validation,0
data/images/validation/defect/0017.png,validation,1
data/images/validation/normal/0018.png,validation,0
data/images/validation/defect/0019.png,validation,1
data/images/validation/normal/0020.png,validation,0
data/images/validation/defect/0021.png,validation,1
data/images/validation/normal/0022.png,validation,0
data/images/validation/defect/0023.png,validation,1
data/images/validation/normal/0024.png,validation,0
data/images/validation/defect/0025.png,validation,1
data/images/validation/normal/0026.png,validation,0
data/images/validation/defect/0027.png,validation,1
data/images/validation/normal/0028.png,validation,0
data/images/validation/defect/0029.png,validation,1
data/images/validation/normal/0030.png,validation,0
data/images/validation/defect/0031.png,validation,1
data/images/validation/normal/0032.png,validation,0
data/images/validation/defect/0033.png,validation,1
data/images/validation/normal/0034.png,validation,0
data/images/validation/defect/0035.png,validation,1
data/images/validation/normal/0036.png,validation,0
data/images/validation/defect/0037.png,validation,1
data/images/validation/normal/0038.png,validation,0
data/images/validation/defect/0039.png,validation,1
data/images/validation/normal/0040.png,validation,0
data/images/validation/defect/0041.png,validation,1
data/images/validation/normal/0042.png,validation,0
data/images/validation/defect/0043.png,validation,1
data/images/validation/normal/0044.png,validation,0
data/images/validation/defect/0045.png,validation,1
data/images/validation/normal/0046.png,validation,0
data/images/validation/defect/0047.png,validation,1
data/images/validation/normal/0048.png,validation,0
data/images/validation/defect/0049.png,validation,1
data/images/validation/normal/0050.png,validation,0
data/images/validation/defect/0051.png,validation,1
data/images/validation/normal/0052.png,validation,0
data/images/validation/defect/0053.png,validation,1
data/images/validation/normal/0054.png,validation,0
data/images/validation/defect/0055.png,validation,1
data/images/validation/normal/0056.png,validation,0
data/images/validation/defect/0057.png,validation,1
data/images/validation/normal/0058.png,validation,0
data/images/validation/defect/0059.png,validation,1
data/images/validation/normal/0060.png,validation,0
data/images/validation/defect/0061.png,validation,1
data/images/validation/normal/0062.png,validation,0
data/images/validation/defect/0063.png,validation,1
data/images/validation/normal/0064.png,validation,0
data/images/validation/defect/0065.png,validation,1
data/images/validation/normal/0066.png,validation,0
data/images/validation/defect/0067.png,validation,1
data/images/validation/normal/0068.png,validation,0
data/images/validation/defect/0069.png,validation,1
data/images/validation/normal/0070.png,validation,0
data/images/validation/defect/0071.png,validation,1
data/images/validation/normal/0072.png,validation,0
data/images/validation/defect/0073.png,validation,1
data/images/validation/normal/0074.png,validation,0
data/images/validation/defect/0075.png,validation,1
data/images/validation/normal/0076.png,validation,0
data/images/validation/defect/0077.png,validation,1
data/images/validation/normal/0078.png,validation,0
data/images/validation/defect/0079.png,validation,1
data/images/validation/normal/0080.png,validation,0
data/images/validation/defect/0081.png,validation,1
data/images/validation/normal/0082.png,validation,0
data/images/validation/defect/0083.png,validation,1
data/images/validation/normal/0084.png,validation,0
data/images/validation/defect/0085.png,validation,1
data/images/validation/normal/0086.png,validation,0
data/images/validation/defect/0087.png,validation,1
data/images/validation/normal/0088.png,validation,0
data/images/validation/defect/0089.png,validation,1
data/images/validation/normal/0090.png,validation,0
data/images/validation/defect/0091.png,validation,1
data/images/validation/normal/0092.png,validation,0
data/images/validation/defect/0093.png,validation,1
data/images/validation/normal/0094.png,validation,0
data/images/validation/defect/0095.png,validation,1
data/images/validation/normal/0096.png,validation,0
data/images/validation/defect/0097.png,validation,1
data/images/validation/normal/0098.png,validation,0
data/images/validation/defect/0099.png,validation,1
data/images/validation/normal/0100.png,validation,0
data/images/validation/defect/0101.png,validation,1
data/images/validation/normal/0102.png,validation,0
data/images/validation/defect/0103.png,validation,1
data/images/validation/normal/0104.png,validation,0
data/images/validation/defect/0105.png,validation,1
data/images/validation/normal/0106.png,validation,0
data/images/validation/defect/0107.png,validation,1
data/images/validation/normal/0108.png,validation,0
data/images/validation/defect/0109.png,validation,1
data/images/validation/normal/0110.png,validation,0
data/images/validation/defect/0111.png,validation,1
data/images/validation/normal/0112.png,validation,0
data/images/validation/defect/0113.png,validation,1
data/images/validation/normal/0114.png,validation,0
data/images/validation/defect/0115.png,validation,1
data/images/validation/normal/0116.png,validation,0
data/images/validation/defect/0117.png,validation,1
data/images/validation/normal/0118.png,validation,0
data/images/validation/defect/0119.png,validation,1
data/images/validation/normal/0120.png,validation,0
data/images/validation/defect/0121.png,validation,1
data/images/validation/normal/0122.png,validation,0
data/images/validation/defect/0123.png,validation,1
data/images/validation/normal/0124.png,validation,0
data/images/validation/defect/0125.png,validation,1
data/images/validation/normal/0126.png,validation,0
data/images/validation/defect/0127.png,validation,1
data/images/validation/normal/0128.png,validation,0
data/images/validation/defect/0129.png,validation,1
data/images/validation/normal/0130.png,validation,0
data/images/validation/defect/0131.png,validation,1
data/images/validation/normal/0132.png,validation,0
data/images/validation/defect/0133.png,validation,1
data/images/validation/normal/0134.png,validation,0
data/images/validation/defect/0135.png,validation,1
data/images/validation/normal/0136.png,validation,0
data/images/validation/defect/0137.png,validation,1
data/images/validation/normal/0138.png,validation,0
data/images/validation/defect/0139.png,validation,1
data/images/validation/normal/0140.png,validation,0
data/images/validation/defect/0141.png,validation,1
data/images/validation/normal/0142.png,validation,0
data/images/validation/defect/0143.png,validation,1
data/images/validation/normal/0144.png,validation,0
data/images/validation/defect/0145.png,validation,1
data/images/validation/normal/0146.png,validation,0
data/images/validation/defect/0147.png,validation,1
data/images/validation/normal/0148.png,validation,0
data/images/validation/defect/0149.png,validation,1
data/images/validation/normal/0150.png,validation,0
data/images/validation/defect/0151.png,validation,1
data/images/validation/normal/0152.png,validation,0
data/images/validation/defect/0153.png,validation,1
data/images/validation/normal/0154.png,validation,0
data/images/validation/defect/0155.png,validation,1
data/images/validation/normal/0156.png,validation,0
data/images/validation/defect/0157.png,validation,1
data/images/validation/normal/0158.png,validation,0
